minute,active_evs,routed_now,lava_wait_min,baseline_wait_min,grid_stress,baseline_grid_stress,actual_kw,forecast_kw,v2g_kw,v2g_supplied_kwh,v2g_credits_awarded,credit_ledger_transactions
88,18,0,0.0,0.0,0.7168984005574033,0.9168984005574032,770.0,698.5,160.0,1.5999999999999999,3,0
89,19,0,0.0,0.0,0.7168984005574033,0.9168984005574032,715.0,750.75,160.0,1.4,2,0
90,19,0,0.0,0.0,0.717434175859802,0.9174341758598019,660.0,695.75,160.0,1.4,2,0
91,20,1,0.0,0.0,0.717434175859802,0.9174341758598019,660.0,660.0,160.0,1.5999999999999999,3,0
92,20,0,0.0,0.0,0.717434175859802,0.9174341758598019,660.0,660.0,160.0,1.7999999999999998,3,0
93,19,0,0.0,0.0,0.717434175859802,0.9174341758598019,660.0,660.0,160.0,1.7999999999999998,3,0
94,18,0,0.0,0.0,0.717434175859802,0.9174341758598019,660.0,660.0,160.0,1.7999999999999998,3,0
95,18,0,0.0,0.0,0.7170706140474601,0.91707061404746,715.0,679.25,160.0,1.7999999999999998,3,0
96,18,0,0.0,0.0,0.7170706140474601,0.91707061404746,715.0,715.0,160.0,1.7999999999999998,3,0
97,19,2,0.0,0.0,0.7170706140474601,0.91707061404746,715.0,715.0,160.0,1.9999999999999998,3,0
98,19,0,0.0,0.0,0.7170706140474601,0.91707061404746,715.0,715.0,160.0,1.9999999999999998,3,0
99,19,0,0.0,0.0,0.7170706140474601,0.91707061404746,660.0,695.75,160.0,1.7999999999999998,3,0
100,21,1,0.0,0.0,0.7236330072682623,0.9161330072682623,605.0,640.75,154.0,1.5999999999999999,3,0
101,20,0,0.0,0.0,0.7236330072682623,0.9161330072682623,605.0,605.0,154.0,1.5999999999999999,3,0
102,19,1,0.0,0.0,0.7361330072682624,0.9161330072682623,550.0,585.75,144.0,1.4,2,0
103,16,0,0.0,0.0,0.7361330072682624,0.9161330072682623,660.0,588.5,144.0,1.4,2,0
104,16,1,0.0,0.0,0.7361330072682624,0.9161330072682623,660.0,660.0,144.0,1.4,2,0
105,17,1,0.0,0.0,0.7348892431734082,0.9148892431734081,660.0,660.0,144.0,1.5999999999999999,3,0
106,17,1,0.0,0.0,0.7573892431734082,0.9148892431734081,605.0,640.75,126.0,1.4,2,0
107,15,0,0.0,0.0,0.7573892431734082,0.9148892431734081,605.0,605.0,126.0,1.2,2,0
108,14,1,0.0,1.4055555555555554,0.7573892431734082,0.9148892431734081,660.0,624.25,126.0,1.2,2,0
109,14,0,0.0,0.0,0.7348892431734082,0.9148892431734081,660.0,660.0,144.0,1.2,2,0
110,14,0,0.0,0.0,0.7327078722993565,0.9127078722993565,660.0,660.0,144.0,1.2,2,0
111,14,0,0.0,0.0,0.7552078722993565,0.9127078722993565,660.0,660.0,126.0,1.0,2,0
112,13,0,0.0,0.0,0.7552078722993565,0.9127078722993565,660.0,660.0,126.0,1.2,2,0
113,13,0,0.0,0.0,0.7777078722993565,0.9127078722993565,715.0,679.25,108.0,1.2,2,0
114,14,0,0.0,0.0,0.7874478722993564,0.9127078722993565,660.0,695.75,100.208,0.8,1,0
115,15,1,0.0,14.766666666666666,0.7870593020301019,0.9115980520301019,660.0,660.0,99.631,0.8,1,0
116,15,0,0.0,0.0,0.7870593020301019,0.9115980520301019,660.0,660.0,99.631,0.8,1,0
117,18,3,0.0,14.766666666666666,0.7870593020301019,0.9115980520301019,660.0,660.0,99.631,0.8,1,0
118,18,0,0.0,0.0,0.7870593020301019,0.9115980520301019,660.0,660.0,99.631,0.6000000000000001,1,0
119,17,0,0.0,0.0,0.7765980520301019,0.9115980520301019,660.0,660.0,108.0,0.6000000000000001,1,0
120,17,0,0.0,0.0,0.7800008891312029,0.9150008891312029,715.0,679.25,108.0,0.6000000000000001,1,0
121,17,1,0.0,14.766666666666666,0.7800008891312029,0.9150008891312029,715.0,715.0,108.0,0.6000000000000001,1,0
122,17,1,0.0,14.766666666666666,0.7882508891312029,0.9150008891312029,660.0,695.75,101.4,0.6000000000000001,1,0
123,17,0,0.0,0.0,0.7882508891312029,0.9150008891312029,715.0,679.25,101.4,1.0,2,0
124,18,1,0.0,1.4055555555555554,0.7882508891312029,0.9150008891312029,660.0,695.75,101.4,0.8,1,0
125,17,0,0.0,0.0,0.7879830014800037,0.9147330014800037,660.0,660.0,101.4,0.6000000000000001,1,0
126,17,0,0.0,0.0,0.7881567514800036,0.9147330014800037,715.0,679.25,101.261,0.6000000000000001,1,0
127,17,0,0.0,0.0,0.7881567514800036,0.9147330014800037,715.0,715.0,101.261,0.6000000000000001,1,0
128,17,0,0.0,0.0,0.7572330014800037,0.9147330014800037,715.0,715.0,126.0,0.6000000000000001,1,0
129,18,1,0.0,1.4055555555555554,0.7572330014800037,0.9147330014800037,715.0,715.0,126.0,0.6000000000000001,1,0
130,19,1,0.0,1.4055555555555554,0.7350774284601171,0.9150774284601171,715.0,715.0,144.0,0.6000000000000001,1,0
131,20,1,0.0,1.4055555555555554,0.7350774284601171,0.9150774284601171,715.0,715.0,144.0,0.8,1,0
132,22,1,0.0,1.4055555555555554,0.7150774284601171,0.9150774284601171,715.0,715.0,160.0,0.8,1,0
133,24,2,0.0,1.4055555555555554,0.7150774284601171,0.9150774284601171,715.0,715.0,160.0,1.4,2,0
134,23,0,0.0,0.0,0.7150774284601171,0.9150774284601171,715.0,715.0,160.0,1.4,2,0
135,23,1,0.0,1.4055555555555554,0.7137762598685775,0.9137762598685775,770.0,734.25,160.0,1.5999999999999999,3,0
136,25,2,0.0,1.4055555555555554,0.7137762598685775,0.9137762598685775,880.0,808.5,160.0,1.5999999999999999,3,0
137,23,0,0.0,0.0,0.7137762598685775,0.9137762598685775,880.0,880.0,160.0,1.7999999999999998,3,0
138,23,1,0.0,0.0,0.7337762598685775,0.9137762598685775,880.0,880.0,144.0,1.5999999999999999,3,0
139,23,0,0.0,0.0,0.7337762598685775,0.9137762598685775,825.0,860.75,144.0,1.4,2,0
140,23,1,0.0,0.0,0.713106540740579,0.913106540740579,825.0,825.0,160.0,1.5999999999999999,3,0
141,24,1,0.0,0.0,0.713106540740579,0.913106540740579,880.0,844.25,160.0,1.5999999999999999,3,0
142,21,0,0.0,0.0,0.713106540740579,0.913106540740579,825.0,860.75,160.0,1.4,2,0
143,21,0,0.0,0.0,0.713106540740579,0.913106540740579,935.0,863.5,160.0,1.4,2,0
144,20,0,0.0,0.0,0.713106540740579,0.913106540740579,935.0,935.0,160.0,1.5999999999999999,3,0
145,18,0,0.0,0.0,0.7123985519481237,0.9123985519481237,935.0,935.0,160.0,1.5999999999999999,3,0
146,17,0,0.0,0.0,0.7123985519481237,0.9123985519481237,990.0,954.25,160.0,1.4,2,0
