minute,active_evs,routed_now,lava_wait_min,baseline_wait_min,grid_stress,baseline_grid_stress,actual_kw,forecast_kw,v2g_kw,v2g_supplied_kwh,v2g_credits_awarded,credit_ledger_transactions
28,6,1,0.0,0.0,0.7322468051664048,0.7569968051664048,220.0,220.0,0.0,0.0,0,0
29,6,0,0.0,0.0,0.7322468051664048,0.7569968051664048,220.0,220.0,0.0,0.0,0,0
30,7,1,0.0,0.0,0.7320363220118911,0.756786322011891,220.0,220.0,0.0,0.0,0,0
31,9,2,0.0,0.0,0.697661322011891,0.7162238220118909,165.0,200.75,0.0,0.0,0,0
32,7,0,0.0,0.0,0.697661322011891,0.7162238220118909,165.0,165.0,0.0,0.0,0,0
33,7,0,0.0,0.0,0.766411322011891,0.797348822011891,275.0,203.5,0.0,0.0,0,0
34,6,0,0.0,0.0,0.766411322011891,0.797348822011891,275.0,275.0,0.0,0.0,0,0
35,7,2,0.0,0.0,0.7983179286544113,0.8354429286544113,330.0,294.25,0.0,0.0,0,0
36,10,2,0.0,0.0,0.7594429286544112,0.8760054286544112,385.0,349.25,58.6,0.2,0,0
37,11,1,0.0,0.0,0.7594429286544112,0.8760054286544112,385.0,385.0,58.6,0.4,0,0
38,11,0,0.0,0.0,0.7594429286544112,0.8760054286544112,385.0,385.0,58.6,0.4,0,0
39,11,0,0.0,0.0,0.7594429286544112,0.8760054286544112,385.0,385.0,58.6,0.4,0,0
40,11,0,0.0,0.0,0.7576472936171668,0.8708772936171667,385.0,385.0,55.934,0.4,0,0
41,11,0,0.0,0.0,0.7576472936171668,0.8708772936171667,385.0,385.0,55.934,0.6000000000000001,1,0
42,10,0,0.0,0.0,0.7375647936171668,0.8708772936171667,385.0,385.0,72.0,0.6000000000000001,1,0
43,10,0,0.0,0.0,0.7696785436171668,0.9069397936171668,440.0,404.25,73.809,0.6000000000000001,1,0
44,10,0,0.0,0.0,0.7696785436171668,0.9069397936171668,440.0,440.0,73.809,0.6000000000000001,1,0
45,10,1,0.0,0.0,0.7520421308002461,0.909542130800246,440.0,440.0,90.0,0.6000000000000001,1,0
46,8,0,0.0,0.0,0.7826208808002462,0.909542130800246,495.0,459.25,93.037,0.6000000000000001,1,0
47,9,1,0.0,0.0,0.7639171308002461,0.909542130800246,495.0,495.0,108.0,0.8,1,0
48,8,0,0.0,0.0,0.7639171308002461,0.909542130800246,495.0,495.0,108.0,1.0,2,0
49,8,0,0.0,0.0,0.7639171308002461,0.909542130800246,495.0,495.0,108.0,1.0,2,0
50,8,0,0.0,0.0,0.759209962072029,0.9048349620720291,495.0,495.0,108.0,1.0,2,0
51,7,1,0.0,0.0,0.7809737120720289,0.9048349620720291,495.0,495.0,90.589,0.8,1,0
52,5,0,0.0,0.0,0.784692462072029,0.9048349620720291,550.0,514.25,96.114,0.6000000000000001,1,0
53,4,0,0.0,0.0,0.784692462072029,0.9048349620720291,550.0,550.0,96.114,0.8,1,0
54,4,0,0.0,0.0,0.784692462072029,0.9048349620720291,605.0,569.25,96.114,0.6000000000000001,1,0
55,2,0,0.0,0.0,0.7848662177099708,0.9053324677099708,605.0,605.0,96.373,0.6000000000000001,1,0
56,2,0,0.0,0.0,0.7848662177099708,0.9053324677099708,660.0,624.25,96.373,0.6000000000000001,1,0
57,2,0,0.0,0.0,0.7848662177099708,0.9053324677099708,660.0,660.0,96.373,0.6000000000000001,1,0
58,3,1,0.0,1.4055555555555554,0.7848662177099708,0.9053324677099708,660.0,660.0,96.373,0.8,1,0
59,6,2,0.0,1.4055555555555554,0.7848662177099708,0.9053324677099708,660.0,660.0,96.373,0.8,1,0
60,7,1,0.0,0.0,0.7853163953294938,0.9066188953294938,605.0,640.75,97.042,0.6000000000000001,1,0
61,8,1,0.0,0.0,0.7853163953294938,0.9066188953294938,605.0,605.0,97.042,0.6000000000000001,1,0
62,8,0,0.0,0.0,0.7716188953294938,0.9066188953294938,605.0,605.0,108.0,0.8,1,0
63,8,0,0.0,0.0,0.7491188953294938,0.9066188953294938,605.0,605.0,126.0,0.8,1,0
64,9,1,0.0,0.0,0.7491188953294938,0.9066188953294938,605.0,605.0,126.0,0.6000000000000001,1,0
65,9,1,0.0,0.0,0.7446796142524761,0.9021796142524761,605.0,605.0,126.0,0.8,1,0
66,8,0,0.0,0.0,0.7446796142524761,0.9021796142524761,660.0,624.25,126.0,0.8,1,0
67,9,1,0.0,14.766666666666666,0.767179614252476,0.9021796142524761,715.0,679.25,108.0,0.8,1,0
68,9,0,0.0,0.0,0.767179614252476,0.9021796142524761,715.0,715.0,108.0,0.8,1,0
69,11,1,0.0,14.766666666666666,0.7446796142524761,0.9021796142524761,715.0,715.0,126.0,1.0,2,0
70,11,1,0.0,22.766666666666666,0.746420883985272,0.9039208839852719,715.0,715.0,126.0,1.0,2,0
71,11,0,0.0,0.0,0.746420883985272,0.9039208839852719,715.0,715.0,126.0,0.8,1,0
72,11,0,0.0,0.0,0.784372133985272,0.9039208839852719,605.0,676.5,95.639,0.4,0,0
73,11,0,0.0,0.0,0.7689208839852719,0.9039208839852719,605.0,605.0,108.0,0.6000000000000001,1,0
74,11,0,0.0,0.0,0.746420883985272,0.9039208839852719,605.0,605.0,126.0,0.8,1,0
75,12,1,0.0,22.766666666666666,0.767504906400361,0.902504906400361,550.0,585.75,108.0,0.8,1,0
76,12,0,0.0,0.0,0.767504906400361,0.902504906400361,550.0,550.0,108.0,0.8,1,0
77,14,1,0.0,22.766666666666666,0.767504906400361,0.902504906400361,550.0,550.0,108.0,0.8,1,0
78,14,0,0.0,0.0,0.7838761564003609,0.902504906400361,550.0,550.0,94.903,0.8,1,0
79,16,2,0.0,14.766666666666666,0.767504906400361,0.902504906400361,550.0,550.0,108.0,1.0,2,0
80,19,3,0.0,14.766666666666666,0.7638501534447129,0.8988501534447129,550.0,550.0,108.0,1.0,2,0
81,20,1,0.0,14.766666666666666,0.7638501534447129,0.8988501534447129,550.0,550.0,108.0,1.0,2,0
82,19,0,0.0,0.0,0.7413501534447129,0.8988501534447129,550.0,550.0,126.0,1.0,2,0
83,20,1,0.0,14.766666666666666,0.7413501534447129,0.8988501534447129,605.0,569.25,126.0,1.0,2,0
84,20,0,0.0,0.0,0.7188501534447129,0.8988501534447129,605.0,605.0,144.0,1.0,2,0
85,20,0,0.0,0.0,0.7393984005574032,0.8968984005574032,550.0,585.75,126.0,1.0,2,0
86,20,0,0.0,0.0,0.7393984005574032,0.8968984005574032,550.0,550.0,126.0,1.2,2,0
87,20,0,0.0,0.0,0.7218984005574032,0.8968984005574032,550.0,550.0,140.0,1.2,2,0
88,18,0,0.0,0.0,0.6968984005574033,0.8968984005574032,550.0,550.0,160.0,1.2,2,0
89,18,0,0.0,0.0,0.6968984005574033,0.8968984005574032,660.0,588.5,160.0,1.4,2,0
90,19,0,0.0,0.0,0.6974341758598022,0.8974341758598021,660.0,660.0,160.0,1.4,2,0
91,19,0,0.0,0.0,0.6974341758598022,0.8974341758598021,660.0,660.0,160.0,1.4,2,0
92,20,1,0.0,1.4055555555555554,0.6974341758598022,0.8974341758598021,660.0,660.0,160.0,1.5999999999999999,3,0
93,20,0,0.0,0.0,0.6974341758598022,0.8974341758598021,660.0,660.0,160.0,1.7999999999999998,3,0
94,14,0,0.0,0.0,0.6974341758598022,0.8974341758598021,660.0,660.0,160.0,1.7999999999999998,3,0
95,12,0,0.0,0.0,0.6970706140474601,0.89707061404746,825.0,717.75,160.0,1.5999999999999999,3,0
96,11,0,0.0,0.0,0.6970706140474601,0.89707061404746,880.0,844.25,160.0,1.4,2,0
97,11,0,0.0,0.0,0.7170706140474601,0.89707061404746,825.0,860.75,144.0,1.2,2,0
98,11,2,0.0,0.0,0.7170706140474601,0.89707061404746,825.0,825.0,144.0,1.4,2,0
99,11,0,0.0,0.0,0.6970706140474601,0.89707061404746,825.0,825.0,160.0,1.5999999999999999,3,0
100,11,0,0.0,0.0,0.6961330072682623,0.8961330072682623,825.0,825.0,160.0,1.5999999999999999,3,0
101,13,1,0.0,0.0,0.6961330072682623,0.8961330072682623,825.0,825.0,160.0,1.2,2,0
102,12,0,0.0,0.0,0.6961330072682623,0.8961330072682623,825.0,825.0,160.0,1.2,2,0
103,11,1,0.0,0.0,0.7161330072682623,0.8961330072682623,770.0,805.75,144.0,1.0,2,0
104,11,0,0.0,0.0,0.6961330072682623,0.8961330072682623,880.0,808.5,160.0,1.2,2,0
105,12,1,0.0,0.0,0.6948892431734084,0.8948892431734083,880.0,880.0,160.0,1.4,2,0
106,13,1,0.0,0.0,0.6948892431734084,0.8948892431734083,880.0,880.0,160.0,1.5999999999999999,3,0
107,14,1,0.0,0.0,0.6948892431734084,0.8948892431734083,880.0,880.0,160.0,1.5999999999999999,3,0
108,13,0,0.0,0.0,0.6948892431734084,0.8948892431734083,880.0,880.0,160.0,1.4,2,0
109,13,1,0.0,1.4055555555555554,0.6948892431734084,0.8948892431734083,935.0,899.25,160.0,1.4,2,0
110,12,0,0.0,0.0,0.6927078722993565,0.8927078722993564,935.0,935.0,160.0,1.5999999999999999,3,0
111,11,0,0.0,0.0,0.6927078722993565,0.8927078722993564,990.0,954.25,160.0,1.5999999999999999,3,0
112,11,0,0.0,0.0,0.6927078722993565,0.8927078722993564,990.0,990.0,160.0,1.5999999999999999,3,0
113,10,0,0.0,0.0,0.6927078722993565,0.8927078722993564,990.0,990.0,160.0,1.9999999999999998,3,0
114,9,0,0.0,0.0,0.6927078722993565,0.8927078722993564,990.0,990.0,160.0,1.7999999999999998,3,0
